Groups:
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  hex

Data:
time unit: ms, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], 
0, XXX, X, X, X, X, X, X, X, X, X, X, 
274, 229, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 
275, 22F, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 
276, 235, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 
277, 238, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
278, 23F, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
279, 242, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 
280, 248, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 
281, 24B, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 
282, 251, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
283, 254, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 
284, 25A, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 
285, 25D, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 
286, 264, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 
287, 267, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 
288, 26D, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 
289, 270, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 
290, 276, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 
291, 27C, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
292, 27F, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 
293, 285, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 
294, 288, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
295, 28E, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 
296, 291, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 
297, 297, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 
298, 29A, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
299, 2A0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 
300, 2A3, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 
301, 2A9, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 
302, 2AC, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 
303, 2B2, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 
304, 2B8, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 
305, 2BB, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 
306, 2C1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 
307, 2C3, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 
308, 2C9, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 
309, 2CC, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
310, 2D2, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 
311, 2D5, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
312, 2DA, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 
313, 2DD, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 
314, 2E3, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 
315, 2E6, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 
316, 2EB, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 
317, 2EE, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 
318, 2F4, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 
319, 2F9, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 
320, 2FC, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 
321, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 
322, 304, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 
323, 309, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 
324, 30C, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 
325, 311, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 
326, 314, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 
327, 319, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 
328, 31C, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 
329, 321, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 
330, 324, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 
331, 329, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 
332, 32E, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 
333, 330, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 
334, 335, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 
335, 338, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 
336, 33D, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 
337, 33F, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 
338, 344, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 
339, 346, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 
340, 34B, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 
