Groups:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fout1[27..18] =, fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group =, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27,  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri[9..0] =, tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time unit: ms, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], fout1[27..18], fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18], Group, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27, tri[9..0], tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
149,204,0,0,1,1,0,0,1,1,0,0,620,1,0,0,1,1,0,1,1,0,0,54,0,0,1,1,0,1,1,0,724,1,0,1,1,0,1,0,1,0,0, 
150,202,0,0,1,1,0,0,1,0,1,0,621,1,0,0,1,1,0,1,1,0,1,54,0,0,1,1,0,1,1,0,726,1,0,1,1,0,1,0,1,1,0, 
151,199,0,0,1,1,0,0,0,1,1,1,622,1,0,0,1,1,0,1,1,1,0,182,1,0,1,1,0,1,1,0,728,1,0,1,1,0,1,1,0,0,0, 
152,197,0,0,1,1,0,0,0,1,0,1,623,1,0,0,1,1,0,1,1,1,1,118,0,1,1,1,0,1,1,0,728,1,0,1,1,0,1,1,0,0,0, 
153,197,0,0,1,1,0,0,0,1,0,1,624,1,0,0,1,1,1,0,0,0,0,246,1,1,1,1,0,1,1,0,730,1,0,1,1,0,1,1,0,1,0, 
154,194,0,0,1,1,0,0,0,0,1,0,625,1,0,0,1,1,1,0,0,0,1,14,0,0,0,0,1,1,1,0,732,1,0,1,1,0,1,1,1,0,0, 
155,192,0,0,1,1,0,0,0,0,0,0,625,1,0,0,1,1,1,0,0,0,1,142,1,0,0,0,1,1,1,0,734,1,0,1,1,0,1,1,1,1,0, 
156,189,0,0,1,0,1,1,1,1,0,1,626,1,0,0,1,1,1,0,0,1,0,142,1,0,0,0,1,1,1,0,736,1,0,1,1,1,0,0,0,0,0, 
157,187,0,0,1,0,1,1,1,0,1,1,627,1,0,0,1,1,1,0,0,1,1,78,0,1,0,0,1,1,1,0,738,1,0,1,1,1,0,0,0,1,0, 
158,185,0,0,1,0,1,1,1,0,0,1,628,1,0,0,1,1,1,0,1,0,0,206,1,1,0,0,1,1,1,0,738,1,0,1,1,1,0,0,0,1,0, 
159,185,0,0,1,0,1,1,1,0,0,1,629,1,0,0,1,1,1,0,1,0,1,46,0,0,1,0,1,1,1,0,740,1,0,1,1,1,0,0,1,0,0, 
160,182,0,0,1,0,1,1,0,1,1,0,629,1,0,0,1,1,1,0,1,0,1,174,1,0,1,0,1,1,1,0,742,1,0,1,1,1,0,0,1,1,0, 
161,180,0,0,1,0,1,1,0,1,0,0,630,1,0,0,1,1,1,0,1,1,0,174,1,0,1,0,1,1,1,0,744,1,0,1,1,1,0,1,0,0,0, 
162,177,0,0,1,0,1,1,0,0,0,1,631,1,0,0,1,1,1,0,1,1,1,110,0,1,1,0,1,1,1,0,746,1,0,1,1,1,0,1,0,1,0, 
163,175,0,0,1,0,1,0,1,1,1,1,632,1,0,0,1,1,1,1,0,0,0,238,1,1,1,0,1,1,1,0,746,1,0,1,1,1,0,1,0,1,0, 
164,175,0,0,1,0,1,0,1,1,1,1,633,1,0,0,1,1,1,1,0,0,1,30,0,0,0,1,1,1,1,0,748,1,0,1,1,1,0,1,1,0,0, 
165,173,0,0,1,0,1,0,1,1,0,1,634,1,0,0,1,1,1,1,0,1,0,158,1,0,0,1,1,1,1,0,750,1,0,1,1,1,0,1,1,1,0, 
166,170,0,0,1,0,1,0,1,0,1,0,634,1,0,0,1,1,1,1,0,1,0,94,0,1,0,1,1,1,1,0,752,1,0,1,1,1,1,0,0,0,0, 
167,168,0,0,1,0,1,0,1,0,0,0,635,1,0,0,1,1,1,1,0,1,1,94,0,1,0,1,1,1,1,0,754,1,0,1,1,1,1,0,0,1,0, 
168,166,0,0,1,0,1,0,0,1,1,0,636,1,0,0,1,1,1,1,1,0,0,222,1,1,0,1,1,1,1,0,756,1,0,1,1,1,1,0,1,0,0, 
169,163,0,0,1,0,1,0,0,0,1,1,637,1,0,0,1,1,1,1,1,0,1,62,0,0,1,1,1,1,1,0,756,1,0,1,1,1,1,0,1,0,0, 
170,163,0,0,1,0,1,0,0,0,1,1,638,1,0,0,1,1,1,1,1,1,0,190,1,0,1,1,1,1,1,0,758,1,0,1,1,1,1,0,1,1,0, 
171,161,0,0,1,0,1,0,0,0,0,1,639,1,0,0,1,1,1,1,1,1,1,126,0,1,1,1,1,1,1,0,760,1,0,1,1,1,1,1,0,0,0, 
172,159,0,0,1,0,0,1,1,1,1,1,639,1,0,0,1,1,1,1,1,1,1,254,1,1,1,1,1,1,1,0,762,1,0,1,1,1,1,1,0,1,0, 
173,157,0,0,1,0,0,1,1,1,0,1,640,1,0,1,0,0,0,0,0,0,0,254,1,1,1,1,1,1,1,0,764,1,0,1,1,1,1,1,1,0,0, 
174,154,0,0,1,0,0,1,1,0,1,0,641,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,766,1,0,1,1,1,1,1,1,1,0, 
175,152,0,0,1,0,0,1,1,0,0,0,642,1,0,1,0,0,0,0,0,1,0,129,1,0,0,0,0,0,0,1,766,1,0,1,1,1,1,1,1,1,0, 
176,152,0,0,1,0,0,1,1,0,0,0,643,1,0,1,0,0,0,0,0,1,1,65,0,1,0,0,0,0,0,1,768,1,1,0,0,0,0,0,0,0,0, 
177,150,0,0,1,0,0,1,0,1,1,0,643,1,0,1,0,0,0,0,0,1,1,193,1,1,0,0,0,0,0,1,770,1,1,0,0,0,0,0,0,1,0, 
178,148,0,0,1,0,0,1,0,1,0,0,644,1,0,1,0,0,0,0,1,0,0,193,1,1,0,0,0,0,0,1,772,1,1,0,0,0,0,0,1,0,0, 
179,145,0,0,1,0,0,1,0,0,0,1,645,1,0,1,0,0,0,0,1,0,1,33,0,0,1,0,0,0,0,1,774,1,1,0,0,0,0,0,1,1,0, 
180,143,0,0,1,0,0,0,1,1,1,1,646,1,0,1,0,0,0,0,1,1,0,161,1,0,1,0,0,0,0,1,774,1,1,0,0,0,0,0,1,1,0, 
181,143,0,0,1,0,0,0,1,1,1,1,647,1,0,1,0,0,0,0,1,1,1,97,0,1,1,0,0,0,0,1,776,1,1,0,0,0,0,1,0,0,0, 
182,141,0,0,1,0,0,0,1,1,0,1,648,1,0,1,0,0,0,1,0,0,0,225,1,1,1,0,0,0,0,1,778,1,1,0,0,0,0,1,0,1,0, 
183,139,0,0,1,0,0,0,1,0,1,1,648,1,0,1,0,0,0,1,0,0,0,17,0,0,0,1,0,0,0,1,780,1,1,0,0,0,0,1,1,0,0, 
184,137,0,0,1,0,0,0,1,0,0,1,649,1,0,1,0,0,0,1,0,0,1,17,0,0,0,1,0,0,0,1,782,1,1,0,0,0,0,1,1,1,0, 
185,135,0,0,1,0,0,0,0,1,1,1,650,1,0,1,0,0,0,1,0,1,0,145,1,0,0,1,0,0,0,1,784,1,1,0,0,0,1,0,0,0,0, 
186,133,0,0,1,0,0,0,0,1,0,1,651,1,0,1,0,0,0,1,0,1,1,81,0,1,0,1,0,0,0,1,784,1,1,0,0,0,1,0,0,0,0, 
187,133,0,0,1,0,0,0,0,1,0,1,652,1,0,1,0,0,0,1,1,0,0,209,1,1,0,1,0,0,0,1,786,1,1,0,0,0,1,0,0,1,0, 
188,130,0,0,1,0,0,0,0,0,1,0,652,1,0,1,0,0,0,1,1,0,0,49,0,0,1,1,0,0,0,1,788,1,1,0,0,0,1,0,1,0,0, 
189,128,0,0,1,0,0,0,0,0,0,0,653,1,0,1,0,0,0,1,1,0,1,49,0,0,1,1,0,0,0,1,790,1,1,0,0,0,1,0,1,1,0, 
190,126,0,0,0,1,1,1,1,1,1,0,654,1,0,1,0,0,0,1,1,1,0,177,1,0,1,1,0,0,0,1,792,1,1,0,0,0,1,1,0,0,0, 
191,124,0,0,0,1,1,1,1,1,0,0,655,1,0,1,0,0,0,1,1,1,1,113,0,1,1,1,0,0,0,1,792,1,1,0,0,0,1,1,0,0,0, 
192,124,0,0,0,1,1,1,1,1,0,0,656,1,0,1,0,0,1,0,0,0,0,241,1,1,1,1,0,0,0,1,794,1,1,0,0,0,1,1,0,1,0, 
193,122,0,0,0,1,1,1,1,0,1,0,657,1,0,1,0,0,1,0,0,0,1,9,0,0,0,0,1,0,0,1,796,1,1,0,0,0,1,1,1,0,0, 
194,120,0,0,0,1,1,1,1,0,0,0,657,1,0,1,0,0,1,0,0,0,1,137,1,0,0,0,1,0,0,1,798,1,1,0,0,0,1,1,1,1,0, 
195,118,0,0,0,1,1,1,0,1,1,0,658,1,0,1,0,0,1,0,0,1,0,137,1,0,0,0,1,0,0,1,800,1,1,0,0,1,0,0,0,0,0, 
196,116,0,0,0,1,1,1,0,1,0,0,659,1,0,1,0,0,1,0,0,1,1,73,0,1,0,0,1,0,0,1,802,1,1,0,0,1,0,0,0,1,0, 
197,114,0,0,0,1,1,1,0,0,1,0,660,1,0,1,0,0,1,0,1,0,0,201,1,1,0,0,1,0,0,1,802,1,1,0,0,1,0,0,0,1,0, 
198,114,0,0,0,1,1,1,0,0,1,0,661,1,0,1,0,0,1,0,1,0,1,41,0,0,1,0,1,0,0,1,804,1,1,0,0,1,0,0,1,0,0, 
199,112,0,0,0,1,1,1,0,0,0,0,661,1,0,1,0,0,1,0,1,0,1,169,1,0,1,0,1,0,0,1,806,1,1,0,0,1,0,0,1,1,0, 
200,110,0,0,0,1,1,0,1,1,1,0,662,1,0,1,0,0,1,0,1,1,0,169,1,0,1,0,1,0,0,1,808,1,1,0,0,1,0,1,0,0,0, 
201,108,0,0,0,1,1,0,1,1,0,0,663,1,0,1,0,0,1,0,1,1,1,105,0,1,1,0,1,0,0,1,810,1,1,0,0,1,0,1,0,1,0, 
202,106,0,0,0,1,1,0,1,0,1,0,664,1,0,1,0,0,1,1,0,0,0,233,1,1,1,0,1,0,0,1,810,1,1,0,0,1,0,1,0,1,0, 
203,106,0,0,0,1,1,0,1,0,1,0,665,1,0,1,0,0,1,1,0,0,1,25,0,0,0,1,1,0,0,1,812,1,1,0,0,1,0,1,1,0,0, 
204,104,0,0,0,1,1,0,1,0,0,0,666,1,0,1,0,0,1,1,0,1,0,153,1,0,0,1,1,0,0,1,814,1,1,0,0,1,0,1,1,1,0, 
205,103,0,0,0,1,1,0,0,1,1,1,666,1,0,1,0,0,1,1,0,1,0,89,0,1,0,1,1,0,0,1,816,1,1,0,0,1,1,0,0,0,0, 
206,101,0,0,0,1,1,0,0,1,0,1,667,1,0,1,0,0,1,1,0,1,1,89,0,1,0,1,1,0,0,1,818,1,1,0,0,1,1,0,0,1,0, 
207,99,0,0,0,1,1,0,0,0,1,1,668,1,0,1,0,0,1,1,1,0,0,217,1,1,0,1,1,0,0,1,820,1,1,0,0,1,1,0,1,0,0, 
208,97,0,0,0,1,1,0,0,0,0,1,669,1,0,1,0,0,1,1,1,0,1,57,0,0,1,1,1,0,0,1,820,1,1,0,0,1,1,0,1,0,0, 
209,97,0,0,0,1,1,0,0,0,0,1,670,1,0,1,0,0,1,1,1,1,0,185,1,0,1,1,1,0,0,1,822,1,1,0,0,1,1,0,1,1,0, 
210,95,0,0,0,1,0,1,1,1,1,1,670,1,0,1,0,0,1,1,1,1,0,121,0,1,1,1,1,0,0,1,824,1,1,0,0,1,1,1,0,0,0, 
211,93,0,0,0,1,0,1,1,1,0,1,671,1,0,1,0,0,1,1,1,1,1,121,0,1,1,1,1,0,0,1,826,1,1,0,0,1,1,1,0,1,0, 
212,92,0,0,0,1,0,1,1,1,0,0,672,1,0,1,0,1,0,0,0,0,0,249,1,1,1,1,1,0,0,1,828,1,1,0,0,1,1,1,1,0,0, 
213,90,0,0,0,1,0,1,1,0,1,0,673,1,0,1,0,1,0,0,0,0,1,5,0,0,0,0,0,1,0,1,828,1,1,0,0,1,1,1,1,0,0, 
214,90,0,0,0,1,0,1,1,0,1,0,674,1,0,1,0,1,0,0,0,1,0,133,1,0,0,0,0,1,0,1,830,1,1,0,0,1,1,1,1,1,0, 
215,88,0,0,0,1,0,1,1,0,0,0,675,1,0,1,0,1,0,0,0,1,1,69,0,1,0,0,0,1,0,1,832,1,1,0,1,0,0,0,0,0,0, 
216,86,0,0,0,1,0,1,0,1,1,0,675,1,0,1,0,1,0,0,0,1,1,197,1,1,0,0,0,1,0,1,834,1,1,0,1,0,0,0,0,1,0, 
217,85,0,0,0,1,0,1,0,1,0,1,676,1,0,1,0,1,0,0,1,0,0,197,1,1,0,0,0,1,0,1,836,1,1,0,1,0,0,0,1,0,0, 
218,83,0,0,0,1,0,1,0,0,1,1,677,1,0,1,0,1,0,0,1,0,1,37,0,0,1,0,0,1,0,1,838,1,1,0,1,0,0,0,1,1,0, 
219,81,0,0,0,1,0,1,0,0,0,1,678,1,0,1,0,1,0,0,1,1,0,165,1,0,1,0,0,1,0,1,838,1,1,0,1,0,0,0,1,1,0, 
220,81,0,0,0,1,0,1,0,0,0,1,679,1,0,1,0,1,0,0,1,1,1,101,0,1,1,0,0,1,0,1,840,1,1,0,1,0,0,1,0,0,0, 
221,79,0,0,0,1,0,0,1,1,1,1,679,1,0,1,0,1,0,0,1,1,1,229,1,1,1,0,0,1,0,1,842,1,1,0,1,0,0,1,0,1,0, 
222,78,0,0,0,1,0,0,1,1,1,0,680,1,0,1,0,1,0,1,0,0,0,229,1,1,1,0,0,1,0,1,844,1,1,0,1,0,0,1,1,0,0, 
223,76,0,0,0,1,0,0,1,1,0,0,681,1,0,1,0,1,0,1,0,0,1,21,0,0,0,1,0,1,0,1,846,1,1,0,1,0,0,1,1,1,0, 
224,74,0,0,0,1,0,0,1,0,1,0,682,1,0,1,0,1,0,1,0,1,0,149,1,0,0,1,0,1,0,1,846,1,1,0,1,0,0,1,1,1,0, 
225,74,0,0,0,1,0,0,1,0,1,0,683,1,0,1,0,1,0,1,0,1,1,85,0,1,0,1,0,1,0,1,848,1,1,0,1,0,1,0,0,0,0, 
226,73,0,0,0,1,0,0,1,0,0,1,684,1,0,1,0,1,0,1,1,0,0,213,1,1,0,1,0,1,0,1,850,1,1,0,1,0,1,0,0,1,0, 
227,71,0,0,0,1,0,0,0,1,1,1,684,1,0,1,0,1,0,1,1,0,0,53,0,0,1,1,0,1,0,1,852,1,1,0,1,0,1,0,1,0,0, 
228,70,0,0,0,1,0,0,0,1,1,0,685,1,0,1,0,1,0,1,1,0,1,53,0,0,1,1,0,1,0,1,854,1,1,0,1,0,1,0,1,1,0, 
229,68,0,0,0,1,0,0,0,1,0,0,686,1,0,1,0,1,0,1,1,1,0,181,1,0,1,1,0,1,0,1,856,1,1,0,1,0,1,1,0,0,0, 
230,67,0,0,0,1,0,0,0,0,1,1,687,1,0,1,0,1,0,1,1,1,1,117,0,1,1,1,0,1,0,1,856,1,1,0,1,0,1,1,0,0,0, 
231,67,0,0,0,1,0,0,0,0,1,1,688,1,0,1,0,1,1,0,0,0,0,245,1,1,1,1,0,1,0,1,858,1,1,0,1,0,1,1,0,1,0, 
232,65,0,0,0,1,0,0,0,0,0,1,688,1,0,1,0,1,1,0,0,0,0,13,0,0,0,0,1,1,0,1,860,1,1,0,1,0,1,1,1,0,0, 
233,63,0,0,0,0,1,1,1,1,1,1,689,1,0,1,0,1,1,0,0,0,1,13,0,0,0,0,1,1,0,1,862,1,1,0,1,0,1,1,1,1,0, 
234,62,0,0,0,0,1,1,1,1,1,0,690,1,0,1,0,1,1,0,0,1,0,141,1,0,0,0,1,1,0,1,864,1,1,0,1,1,0,0,0,0,0, 
235,60,0,0,0,0,1,1,1,1,0,0,691,1,0,1,0,1,1,0,0,1,1,77,0,1,0,0,1,1,0,1,864,1,1,0,1,1,0,0,0,0,0, 
236,60,0,0,0,0,1,1,1,1,0,0,692,1,0,1,0,1,1,0,1,0,0,205,1,1,0,0,1,1,0,1,866,1,1,0,1,1,0,0,0,1,0, 
237,59,0,0,0,0,1,1,1,0,1,1,693,1,0,1,0,1,1,0,1,0,1,45,0,0,1,0,1,1,0,1,868,1,1,0,1,1,0,0,1,0,0, 
238,58,0,0,0,0,1,1,1,0,1,0,693,1,0,1,0,1,1,0,1,0,1,173,1,0,1,0,1,1,0,1,870,1,1,0,1,1,0,0,1,1,0, 
239,56,0,0,0,0,1,1,1,0,0,0,694,1,0,1,0,1,1,0,1,1,0,173,1,0,1,0,1,1,0,1,872,1,1,0,1,1,0,1,0,0,0, 
240,55,0,0,0,0,1,1,0,1,1,1,695,1,0,1,0,1,1,0,1,1,1,109,0,1,1,0,1,1,0,1,874,1,1,0,1,1,0,1,0,1,0, 
241,53,0,0,0,0,1,1,0,1,0,1,696,1,0,1,0,1,1,1,0,0,0,237,1,1,1,0,1,1,0,1,874,1,1,0,1,1,0,1,0,1,0, 
242,53,0,0,0,0,1,1,0,1,0,1,697,1,0,1,0,1,1,1,0,0,1,29,0,0,0,1,1,1,0,1,876,1,1,0,1,1,0,1,1,0,0, 
243,52,0,0,0,0,1,1,0,1,0,0,697,1,0,1,0,1,1,1,0,0,1,157,1,0,0,1,1,1,0,1,878,1,1,0,1,1,0,1,1,1,0, 
244,51,0,0,0,0,1,1,0,0,1,1,698,1,0,1,0,1,1,1,0,1,0,157,1,0,0,1,1,1,0,1,880,1,1,0,1,1,1,0,0,0,0, 
245,49,0,0,0,0,1,1,0,0,0,1,699,1,0,1,0,1,1,1,0,1,1,93,0,1,0,1,1,1,0,1,882,1,1,0,1,1,1,0,0,1,0, 
246,48,0,0,0,0,1,1,0,0,0,0,700,1,0,1,0,1,1,1,1,0,0,221,1,1,0,1,1,1,0,1,882,1,1,0,1,1,1,0,0,1,0, 
247,48,0,0,0,0,1,1,0,0,0,0,701,1,0,1,0,1,1,1,1,0,1,61,0,0,1,1,1,1,0,1,884,1,1,0,1,1,1,0,1,0,0, 
248,47,0,0,0,0,1,0,1,1,1,1,702,1,0,1,0,1,1,1,1,1,0,189,1,0,1,1,1,1,0,1,886,1,1,0,1,1,1,0,1,1,0, 
249,45,0,0,0,0,1,0,1,1,0,1,702,1,0,1,0,1,1,1,1,1,0,125,0,1,1,1,1,1,0,1,888,1,1,0,1,1,1,1,0,0,0, 
250,44,0,0,0,0,1,0,1,1,0,0,703,1,0,1,0,1,1,1,1,1,1,125,0,1,1,1,1,1,0,1,890,1,1,0,1,1,1,1,0,1,0, 
251,43,0,0,0,0,1,0,1,0,1,1,704,1,0,1,1,0,0,0,0,0,0,253,1,1,1,1,1,1,0,1,892,1,1,0,1,1,1,1,1,0,0, 
252,41,0,0,0,0,1,0,1,0,0,1,705,1,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,892,1,1,0,1,1,1,1,1,0,0, 
253,41,0,0,0,0,1,0,1,0,0,1,706,1,0,1,1,0,0,0,0,1,0,131,1,0,0,0,0,0,1,1,894,1,1,0,1,1,1,1,1,1,0, 
254,40,0,0,0,0,1,0,1,0,0,0,707,1,0,1,1,0,0,0,0,1,1,67,0,1,0,0,0,0,1,1,896,1,1,1,0,0,0,0,0,0,0, 
255,39,0,0,0,0,1,0,0,1,1,1,707,1,0,1,1,0,0,0,0,1,1,195,1,1,0,0,0,0,1,1,898,1,1,1,0,0,0,0,0,1,0, 
256,38,0,0,0,0,1,0,0,1,1,0,708,1,0,1,1,0,0,0,1,0,0,195,1,1,0,0,0,0,1,1,900,1,1,1,0,0,0,0,1,0,0, 
257,37,0,0,0,0,1,0,0,1,0,1,709,1,0,1,1,0,0,0,1,0,1,35,0,0,1,0,0,0,1,1,902,1,1,1,0,0,0,0,1,1,0, 
258,35,0,0,0,0,1,0,0,0,1,1,710,1,0,1,1,0,0,0,1,1,0,163,1,0,1,0,0,0,1,1,902,1,1,1,0,0,0,0,1,1,0, 
259,35,0,0,0,0,1,0,0,0,1,1,711,1,0,1,1,0,0,0,1,1,1,99,0,1,1,0,0,0,1,1,904,1,1,1,0,0,0,1,0,0,0, 
260,34,0,0,0,0,1,0,0,0,1,0,711,1,0,1,1,0,0,0,1,1,1,227,1,1,1,0,0,0,1,1,906,1,1,1,0,0,0,1,0,1,0, 
261,33,0,0,0,0,1,0,0,0,0,1,712,1,0,1,1,0,0,1,0,0,0,227,1,1,1,0,0,0,1,1,908,1,1,1,0,0,0,1,1,0,0, 
262,32,0,0,0,0,1,0,0,0,0,0,713,1,0,1,1,0,0,1,0,0,1,19,0,0,0,1,0,0,1,1,910,1,1,1,0,0,0,1,1,1,0, 
263,31,0,0,0,0,0,1,1,1,1,1,714,1,0,1,1,0,0,1,0,1,0,147,1,0,0,1,0,0,1,1,910,1,1,1,0,0,0,1,1,1,0, 
264,31,0,0,0,0,0,1,1,1,1,1,715,1,0,1,1,0,0,1,0,1,1,83,0,1,0,1,0,0,1,1,912,1,1,1,0,0,1,0,0,0,0, 
265,30,0,0,0,0,0,1,1,1,1,0,716,1,0,1,1,0,0,1,1,0,0,211,1,1,0,1,0,0,1,1,914,1,1,1,0,0,1,0,0,1,0, 
266,29,0,0,0,0,0,1,1,1,0,1,716,1,0,1,1,0,0,1,1,0,0,51,0,0,1,1,0,0,1,1,916,1,1,1,0,0,1,0,1,0,0, 
267,28,0,0,0,0,0,1,1,1,0,0,717,1,0,1,1,0,0,1,1,0,1,51,0,0,1,1,0,0,1,1,918,1,1,1,0,0,1,0,1,1,0, 
268,27,0,0,0,0,0,1,1,0,1,1,718,1,0,1,1,0,0,1,1,1,0,179,1,0,1,1,0,0,1,1,920,1,1,1,0,0,1,1,0,0,0, 
269,26,0,0,0,0,0,1,1,0,1,0,719,1,0,1,1,0,0,1,1,1,1,115,0,1,1,1,0,0,1,1,920,1,1,1,0,0,1,1,0,0,0, 
270,26,0,0,0,0,0,1,1,0,1,0,720,1,0,1,1,0,1,0,0,0,0,243,1,1,1,1,0,0,1,1,922,1,1,1,0,0,1,1,0,1,0, 
271,25,0,0,0,0,0,1,1,0,0,1,720,1,0,1,1,0,1,0,0,0,0,11,0,0,0,0,1,0,1,1,924,1,1,1,0,0,1,1,1,0,0, 
272,24,0,0,0,0,0,1,1,0,0,0,721,1,0,1,1,0,1,0,0,0,1,11,0,0,0,0,1,0,1,1,926,1,1,1,0,0,1,1,1,1,0, 
273,23,0,0,0,0,0,1,0,1,1,1,722,1,0,1,1,0,1,0,0,1,0,139,1,0,0,0,1,0,1,1,928,1,1,1,0,1,0,0,0,0,0, 
274,22,0,0,0,0,0,1,0,1,1,0,723,1,0,1,1,0,1,0,0,1,1,75,0,1,0,0,1,0,1,1,928,1,1,1,0,1,0,0,0,0,0, 
275,22,0,0,0,0,0,1,0,1,1,0,724,1,0,1,1,0,1,0,1,0,0,203,1,1,0,0,1,0,1,1,930,1,1,1,0,1,0,0,0,1,0, 
276,21,0,0,0,0,0,1,0,1,0,1,725,1,0,1,1,0,1,0,1,0,1,43,0,0,1,0,1,0,1,1,932,1,1,1,0,1,0,0,1,0,0, 
277,20,0,0,0,0,0,1,0,1,0,0,725,1,0,1,1,0,1,0,1,0,1,171,1,0,1,0,1,0,1,1,934,1,1,1,0,1,0,0,1,1,0, 
278,19,0,0,0,0,0,1,0,0,1,1,726,1,0,1,1,0,1,0,1,1,0,171,1,0,1,0,1,0,1,1,936,1,1,1,0,1,0,1,0,0,0, 
279,19,0,0,0,0,0,1,0,0,1,1,727,1,0,1,1,0,1,0,1,1,1,107,0,1,1,0,1,0,1,1,938,1,1,1,0,1,0,1,0,1,0, 
280,18,0,0,0,0,0,1,0,0,1,0,728,1,0,1,1,0,1,1,0,0,0,235,1,1,1,0,1,0,1,1,938,1,1,1,0,1,0,1,0,1,0, 
281,18,0,0,0,0,0,1,0,0,1,0,729,1,0,1,1,0,1,1,0,0,1,27,0,0,0,1,1,0,1,1,940,1,1,1,0,1,0,1,1,0,0, 
282,17,0,0,0,0,0,1,0,0,0,1,729,1,0,1,1,0,1,1,0,0,1,155,1,0,0,1,1,0,1,1,942,1,1,1,0,1,0,1,1,1,0, 
283,16,0,0,0,0,0,1,0,0,0,0,730,1,0,1,1,0,1,1,0,1,0,155,1,0,0,1,1,0,1,1,944,1,1,1,0,1,1,0,0,0,0, 
284,15,0,0,0,0,0,0,1,1,1,1,731,1,0,1,1,0,1,1,0,1,1,91,0,1,0,1,1,0,1,1,946,1,1,1,0,1,1,0,0,1,0, 
285,15,0,0,0,0,0,0,1,1,1,1,732,1,0,1,1,0,1,1,1,0,0,219,1,1,0,1,1,0,1,1,946,1,1,1,0,1,1,0,0,1,0, 
286,15,0,0,0,0,0,0,1,1,1,1,733,1,0,1,1,0,1,1,1,0,1,59,0,0,1,1,1,0,1,1,948,1,1,1,0,1,1,0,1,0,0, 
287,14,0,0,0,0,0,0,1,1,1,0,734,1,0,1,1,0,1,1,1,1,0,187,1,0,1,1,1,0,1,1,950,1,1,1,0,1,1,0,1,1,0, 
288,13,0,0,0,0,0,0,1,1,0,1,734,1,0,1,1,0,1,1,1,1,0,123,0,1,1,1,1,0,1,1,952,1,1,1,0,1,1,1,0,0,0, 
289,12,0,0,0,0,0,0,1,1,0,0,735,1,0,1,1,0,1,1,1,1,1,123,0,1,1,1,1,0,1,1,954,1,1,1,0,1,1,1,0,1,0, 
290,12,0,0,0,0,0,0,1,1,0,0,736,1,0,1,1,1,0,0,0,0,0,251,1,1,1,1,1,0,1,1,956,1,1,1,0,1,1,1,1,0,0, 
291,11,0,0,0,0,0,0,1,0,1,1,737,1,0,1,1,1,0,0,0,0,1,7,0,0,0,0,0,1,1,1,956,1,1,1,0,1,1,1,1,0,0, 
292,11,0,0,0,0,0,0,1,0,1,1,738,1,0,1,1,1,0,0,0,1,0,135,1,0,0,0,0,1,1,1,958,1,1,1,0,1,1,1,1,1,0, 
293,11,0,0,0,0,0,0,1,0,1,1,738,1,0,1,1,1,0,0,0,1,0,71,0,1,0,0,0,1,1,1,960,1,1,1,1,0,0,0,0,0,0, 
294,10,0,0,0,0,0,0,1,0,1,0,739,1,0,1,1,1,0,0,0,1,1,71,0,1,0,0,0,1,1,1,962,1,1,1,1,0,0,0,0,1,0, 
295,9,0,0,0,0,0,0,1,0,0,1,740,1,0,1,1,1,0,0,1,0,0,199,1,1,0,0,0,1,1,1,964,1,1,1,1,0,0,0,1,0,0, 
296,9,0,0,0,0,0,0,1,0,0,1,741,1,0,1,1,1,0,0,1,0,1,39,0,0,1,0,0,1,1,1,964,1,1,1,1,0,0,0,1,0,0, 
