Groups:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fout1[27..18] =, fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group =, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27,  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri[9..0] =, tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time unit: ms, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], fout1[27..18], fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18], Group, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27, tri[9..0], tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
469,116,0,0,0,1,1,1,0,1,0,0,883,1,1,0,1,1,1,0,0,1,1,177,1,0,1,1,0,0,0,1,798,1,1,0,0,0,1,1,1,1,0, 
470,118,0,0,0,1,1,1,0,1,1,0,883,1,1,0,1,1,1,0,0,1,1,49,0,0,1,1,0,0,0,1,796,1,1,0,0,0,1,1,1,0,0, 
471,120,0,0,0,1,1,1,1,0,0,0,884,1,1,0,1,1,1,0,1,0,0,49,0,0,1,1,0,0,0,1,794,1,1,0,0,0,1,1,0,1,0, 
472,122,0,0,0,1,1,1,1,0,1,0,885,1,1,0,1,1,1,0,1,0,1,209,1,1,0,1,0,0,0,1,792,1,1,0,0,0,1,1,0,0,0, 
473,124,0,0,0,1,1,1,1,1,0,0,886,1,1,0,1,1,1,0,1,1,0,81,0,1,0,1,0,0,0,1,792,1,1,0,0,0,1,1,0,0,0, 
474,124,0,0,0,1,1,1,1,1,0,0,887,1,1,0,1,1,1,0,1,1,1,145,1,0,0,1,0,0,0,1,790,1,1,0,0,0,1,0,1,1,0, 
475,126,0,0,0,1,1,1,1,1,1,0,888,1,1,0,1,1,1,1,0,0,0,17,0,0,0,1,0,0,0,1,788,1,1,0,0,0,1,0,1,0,0, 
476,128,0,0,1,0,0,0,0,0,0,0,888,1,1,0,1,1,1,1,0,0,0,225,1,1,1,0,0,0,0,1,786,1,1,0,0,0,1,0,0,1,0, 
477,130,0,0,1,0,0,0,0,0,1,0,889,1,1,0,1,1,1,1,0,0,1,225,1,1,1,0,0,0,0,1,784,1,1,0,0,0,1,0,0,0,0, 
478,133,0,0,1,0,0,0,0,1,0,1,890,1,1,0,1,1,1,1,0,1,0,97,0,1,1,0,0,0,0,1,782,1,1,0,0,0,0,1,1,1,0, 
479,135,0,0,1,0,0,0,0,1,1,1,891,1,1,0,1,1,1,1,0,1,1,161,1,0,1,0,0,0,0,1,782,1,1,0,0,0,0,1,1,1,0, 
480,135,0,0,1,0,0,0,0,1,1,1,892,1,1,0,1,1,1,1,1,0,0,33,0,0,1,0,0,0,0,1,780,1,1,0,0,0,0,1,1,0,0, 
481,137,0,0,1,0,0,0,1,0,0,1,892,1,1,0,1,1,1,1,1,0,0,193,1,1,0,0,0,0,0,1,778,1,1,0,0,0,0,1,0,1,0, 
482,139,0,0,1,0,0,0,1,0,1,1,893,1,1,0,1,1,1,1,1,0,1,193,1,1,0,0,0,0,0,1,776,1,1,0,0,0,0,1,0,0,0, 
483,141,0,0,1,0,0,0,1,1,0,1,894,1,1,0,1,1,1,1,1,1,0,65,0,1,0,0,0,0,0,1,774,1,1,0,0,0,0,0,1,1,0, 
484,143,0,0,1,0,0,0,1,1,1,1,895,1,1,0,1,1,1,1,1,1,1,129,1,0,0,0,0,0,0,1,774,1,1,0,0,0,0,0,1,1,0, 
485,143,0,0,1,0,0,0,1,1,1,1,896,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,772,1,1,0,0,0,0,0,1,0,0, 
486,145,0,0,1,0,0,1,0,0,0,1,897,1,1,1,0,0,0,0,0,0,1,254,1,1,1,1,1,1,1,0,770,1,1,0,0,0,0,0,0,1,0, 
487,148,0,0,1,0,0,1,0,1,0,0,897,1,1,1,0,0,0,0,0,0,1,126,0,1,1,1,1,1,1,0,768,1,1,0,0,0,0,0,0,0,0, 
488,150,0,0,1,0,0,1,0,1,1,0,898,1,1,1,0,0,0,0,0,1,0,126,0,1,1,1,1,1,1,0,766,1,0,1,1,1,1,1,1,1,0, 
489,152,0,0,1,0,0,1,1,0,0,0,899,1,1,1,0,0,0,0,0,1,1,190,1,0,1,1,1,1,1,0,764,1,0,1,1,1,1,1,1,0,0, 
490,154,0,0,1,0,0,1,1,0,1,0,900,1,1,1,0,0,0,0,1,0,0,62,0,0,1,1,1,1,1,0,764,1,0,1,1,1,1,1,1,0,0, 
491,154,0,0,1,0,0,1,1,0,1,0,901,1,1,1,0,0,0,0,1,0,1,222,1,1,0,1,1,1,1,0,762,1,0,1,1,1,1,1,0,1,0, 
492,157,0,0,1,0,0,1,1,1,0,1,901,1,1,1,0,0,0,0,1,0,1,94,0,1,0,1,1,1,1,0,760,1,0,1,1,1,1,1,0,0,0, 
493,159,0,0,1,0,0,1,1,1,1,1,902,1,1,1,0,0,0,0,1,1,0,94,0,1,0,1,1,1,1,0,758,1,0,1,1,1,1,0,1,1,0, 
494,161,0,0,1,0,1,0,0,0,0,1,903,1,1,1,0,0,0,0,1,1,1,158,1,0,0,1,1,1,1,0,756,1,0,1,1,1,1,0,1,0,0, 
495,163,0,0,1,0,1,0,0,0,1,1,904,1,1,1,0,0,0,1,0,0,0,30,0,0,0,1,1,1,1,0,756,1,0,1,1,1,1,0,1,0,0, 
496,163,0,0,1,0,1,0,0,0,1,1,905,1,1,1,0,0,0,1,0,0,1,238,1,1,1,0,1,1,1,0,754,1,0,1,1,1,1,0,0,1,0, 
497,166,0,0,1,0,1,0,0,1,1,0,906,1,1,1,0,0,0,1,0,1,0,110,0,1,1,0,1,1,1,0,752,1,0,1,1,1,1,0,0,0,0, 
498,168,0,0,1,0,1,0,1,0,0,0,906,1,1,1,0,0,0,1,0,1,0,174,1,0,1,0,1,1,1,0,750,1,0,1,1,1,0,1,1,1,0, 
499,170,0,0,1,0,1,0,1,0,1,0,907,1,1,1,0,0,0,1,0,1,1,174,1,0,1,0,1,1,1,0,748,1,0,1,1,1,0,1,1,0,0, 
500,173,0,0,1,0,1,0,1,1,0,1,908,1,1,1,0,0,0,1,1,0,0,46,0,0,1,0,1,1,1,0,746,1,0,1,1,1,0,1,0,1,0, 
501,175,0,0,1,0,1,0,1,1,1,1,909,1,1,1,0,0,0,1,1,0,1,206,1,1,0,0,1,1,1,0,746,1,0,1,1,1,0,1,0,1,0, 
502,175,0,0,1,0,1,0,1,1,1,1,910,1,1,1,0,0,0,1,1,1,0,78,0,1,0,0,1,1,1,0,744,1,0,1,1,1,0,1,0,0,0, 
503,177,0,0,1,0,1,1,0,0,0,1,910,1,1,1,0,0,0,1,1,1,0,142,1,0,0,0,1,1,1,0,742,1,0,1,1,1,0,0,1,1,0, 
504,180,0,0,1,0,1,1,0,1,0,0,911,1,1,1,0,0,0,1,1,1,1,142,1,0,0,0,1,1,1,0,740,1,0,1,1,1,0,0,1,0,0, 
505,182,0,0,1,0,1,1,0,1,1,0,912,1,1,1,0,0,1,0,0,0,0,14,0,0,0,0,1,1,1,0,738,1,0,1,1,1,0,0,0,1,0, 
506,185,0,0,1,0,1,1,1,0,0,1,913,1,1,1,0,0,1,0,0,0,1,246,1,1,1,1,0,1,1,0,738,1,0,1,1,1,0,0,0,1,0, 
507,185,0,0,1,0,1,1,1,0,0,1,914,1,1,1,0,0,1,0,0,1,0,118,0,1,1,1,0,1,1,0,736,1,0,1,1,1,0,0,0,0,0, 
508,187,0,0,1,0,1,1,1,0,1,1,915,1,1,1,0,0,1,0,0,1,1,182,1,0,1,1,0,1,1,0,734,1,0,1,1,0,1,1,1,1,0, 
509,189,0,0,1,0,1,1,1,1,0,1,915,1,1,1,0,0,1,0,0,1,1,54,0,0,1,1,0,1,1,0,732,1,0,1,1,0,1,1,1,0,0, 
510,192,0,0,1,1,0,0,0,0,0,0,916,1,1,1,0,0,1,0,1,0,0,54,0,0,1,1,0,1,1,0,730,1,0,1,1,0,1,1,0,1,0, 
511,194,0,0,1,1,0,0,0,0,1,0,917,1,1,1,0,0,1,0,1,0,1,214,1,1,0,1,0,1,1,0,728,1,0,1,1,0,1,1,0,0,0, 
512,197,0,0,1,1,0,0,0,1,0,1,918,1,1,1,0,0,1,0,1,1,0,86,0,1,0,1,0,1,1,0,728,1,0,1,1,0,1,1,0,0,0, 
513,197,0,0,1,1,0,0,0,1,0,1,919,1,1,1,0,0,1,0,1,1,1,150,1,0,0,1,0,1,1,0,726,1,0,1,1,0,1,0,1,1,0, 
514,199,0,0,1,1,0,0,0,1,1,1,919,1,1,1,0,0,1,0,1,1,1,22,0,0,0,1,0,1,1,0,724,1,0,1,1,0,1,0,1,0,0, 
515,202,0,0,1,1,0,0,1,0,1,0,920,1,1,1,0,0,1,1,0,0,0,22,0,0,0,1,0,1,1,0,722,1,0,1,1,0,1,0,0,1,0, 
516,204,0,0,1,1,0,0,1,1,0,0,921,1,1,1,0,0,1,1,0,0,1,230,1,1,1,0,0,1,1,0,720,1,0,1,1,0,1,0,0,0,0, 
517,207,0,0,1,1,0,0,1,1,1,1,922,1,1,1,0,0,1,1,0,1,0,102,0,1,1,0,0,1,1,0,720,1,0,1,1,0,1,0,0,0,0, 
518,207,0,0,1,1,0,0,1,1,1,1,923,1,1,1,0,0,1,1,0,1,1,166,1,0,1,0,0,1,1,0,718,1,0,1,1,0,0,1,1,1,0, 
519,209,0,0,1,1,0,1,0,0,0,1,924,1,1,1,0,0,1,1,1,0,0,38,0,0,1,0,0,1,1,0,716,1,0,1,1,0,0,1,1,0,0, 
520,212,0,0,1,1,0,1,0,1,0,0,924,1,1,1,0,0,1,1,1,0,0,198,1,1,0,0,0,1,1,0,714,1,0,1,1,0,0,1,0,1,0, 
521,214,0,0,1,1,0,1,0,1,1,0,925,1,1,1,0,0,1,1,1,0,1,198,1,1,0,0,0,1,1,0,712,1,0,1,1,0,0,1,0,0,0, 
522,217,0,0,1,1,0,1,1,0,0,1,926,1,1,1,0,0,1,1,1,1,0,70,0,1,0,0,0,1,1,0,710,1,0,1,1,0,0,0,1,1,0, 
523,219,0,0,1,1,0,1,1,0,1,1,927,1,1,1,0,0,1,1,1,1,1,134,1,0,0,0,0,1,1,0,710,1,0,1,1,0,0,0,1,1,0, 
524,219,0,0,1,1,0,1,1,0,1,1,928,1,1,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,1,0,708,1,0,1,1,0,0,0,1,0,0, 
525,222,0,0,1,1,0,1,1,1,1,0,929,1,1,1,0,1,0,0,0,0,1,250,1,1,1,1,1,0,1,0,706,1,0,1,1,0,0,0,0,1,0, 
526,225,0,0,1,1,1,0,0,0,0,1,929,1,1,1,0,1,0,0,0,0,1,122,0,1,1,1,1,0,1,0,704,1,0,1,1,0,0,0,0,0,0, 
527,227,0,0,1,1,1,0,0,0,1,1,930,1,1,1,0,1,0,0,0,1,0,122,0,1,1,1,1,0,1,0,702,1,0,1,0,1,1,1,1,1,0, 
528,230,0,0,1,1,1,0,0,1,1,0,931,1,1,1,0,1,0,0,0,1,1,186,1,0,1,1,1,0,1,0,700,1,0,1,0,1,1,1,1,0,0, 
529,232,0,0,1,1,1,0,1,0,0,0,932,1,1,1,0,1,0,0,1,0,0,58,0,0,1,1,1,0,1,0,700,1,0,1,0,1,1,1,1,0,0, 
530,232,0,0,1,1,1,0,1,0,0,0,933,1,1,1,0,1,0,0,1,0,1,218,1,1,0,1,1,0,1,0,698,1,0,1,0,1,1,1,0,1,0, 
531,235,0,0,1,1,1,0,1,0,1,1,933,1,1,1,0,1,0,0,1,0,1,90,0,1,0,1,1,0,1,0,696,1,0,1,0,1,1,1,0,0,0, 
532,238,0,0,1,1,1,0,1,1,1,0,934,1,1,1,0,1,0,0,1,1,0,90,0,1,0,1,1,0,1,0,694,1,0,1,0,1,1,0,1,1,0, 
533,240,0,0,1,1,1,1,0,0,0,0,935,1,1,1,0,1,0,0,1,1,1,154,1,0,0,1,1,0,1,0,692,1,0,1,0,1,1,0,1,0,0, 
534,243,0,0,1,1,1,1,0,0,1,1,936,1,1,1,0,1,0,1,0,0,0,26,0,0,0,1,1,0,1,0,692,1,0,1,0,1,1,0,1,0,0, 
535,243,0,0,1,1,1,1,0,0,1,1,937,1,1,1,0,1,0,1,0,0,1,234,1,1,1,0,1,0,1,0,690,1,0,1,0,1,1,0,0,1,0, 
536,246,0,0,1,1,1,1,0,1,1,0,938,1,1,1,0,1,0,1,0,1,0,106,0,1,1,0,1,0,1,0,688,1,0,1,0,1,1,0,0,0,0, 
537,248,0,0,1,1,1,1,1,0,0,0,938,1,1,1,0,1,0,1,0,1,0,170,1,0,1,0,1,0,1,0,686,1,0,1,0,1,0,1,1,1,0, 
538,251,0,0,1,1,1,1,1,0,1,1,939,1,1,1,0,1,0,1,0,1,1,170,1,0,1,0,1,0,1,0,684,1,0,1,0,1,0,1,1,0,0, 
539,254,0,0,1,1,1,1,1,1,1,0,940,1,1,1,0,1,0,1,1,0,0,42,0,0,1,0,1,0,1,0,682,1,0,1,0,1,0,1,0,1,0, 
540,257,0,1,0,0,0,0,0,0,0,1,941,1,1,1,0,1,0,1,1,0,1,202,1,1,0,0,1,0,1,0,682,1,0,1,0,1,0,1,0,1,0, 
541,257,0,1,0,0,0,0,0,0,0,1,942,1,1,1,0,1,0,1,1,1,0,74,0,1,0,0,1,0,1,0,680,1,0,1,0,1,0,1,0,0,0, 
542,259,0,1,0,0,0,0,0,0,1,1,942,1,1,1,0,1,0,1,1,1,0,138,1,0,0,0,1,0,1,0,678,1,0,1,0,1,0,0,1,1,0, 
543,262,0,1,0,0,0,0,0,1,1,0,943,1,1,1,0,1,0,1,1,1,1,138,1,0,0,0,1,0,1,0,676,1,0,1,0,1,0,0,1,0,0, 
544,265,0,1,0,0,0,0,1,0,0,1,944,1,1,1,0,1,1,0,0,0,0,10,0,0,0,0,1,0,1,0,674,1,0,1,0,1,0,0,0,1,0, 
545,267,0,1,0,0,0,0,1,0,1,1,945,1,1,1,0,1,1,0,0,0,1,242,1,1,1,1,0,0,1,0,674,1,0,1,0,1,0,0,0,1,0, 
546,267,0,1,0,0,0,0,1,0,1,1,946,1,1,1,0,1,1,0,0,1,0,114,0,1,1,1,0,0,1,0,672,1,0,1,0,1,0,0,0,0,0, 
547,270,0,1,0,0,0,0,1,1,1,0,947,1,1,1,0,1,1,0,0,1,1,178,1,0,1,1,0,0,1,0,670,1,0,1,0,0,1,1,1,1,0, 
548,273,0,1,0,0,0,1,0,0,0,1,947,1,1,1,0,1,1,0,0,1,1,50,0,0,1,1,0,0,1,0,668,1,0,1,0,0,1,1,1,0,0, 
549,276,0,1,0,0,0,1,0,1,0,0,948,1,1,1,0,1,1,0,1,0,0,50,0,0,1,1,0,0,1,0,666,1,0,1,0,0,1,1,0,1,0, 
550,279,0,1,0,0,0,1,0,1,1,1,949,1,1,1,0,1,1,0,1,0,1,210,1,1,0,1,0,0,1,0,664,1,0,1,0,0,1,1,0,0,0, 
551,281,0,1,0,0,0,1,1,0,0,1,950,1,1,1,0,1,1,0,1,1,0,82,0,1,0,1,0,0,1,0,664,1,0,1,0,0,1,1,0,0,0, 
552,281,0,1,0,0,0,1,1,0,0,1,951,1,1,1,0,1,1,0,1,1,1,146,1,0,0,1,0,0,1,0,662,1,0,1,0,0,1,0,1,1,0, 
553,284,0,1,0,0,0,1,1,1,0,0,951,1,1,1,0,1,1,0,1,1,1,18,0,0,0,1,0,0,1,0,660,1,0,1,0,0,1,0,1,0,0, 
554,287,0,1,0,0,0,1,1,1,1,1,952,1,1,1,0,1,1,1,0,0,0,18,0,0,0,1,0,0,1,0,658,1,0,1,0,0,1,0,0,1,0, 
555,290,0,1,0,0,1,0,0,0,1,0,953,1,1,1,0,1,1,1,0,0,1,226,1,1,1,0,0,0,1,0,656,1,0,1,0,0,1,0,0,0,0, 
556,293,0,1,0,0,1,0,0,1,0,1,954,1,1,1,0,1,1,1,0,1,0,98,0,1,1,0,0,0,1,0,656,1,0,1,0,0,1,0,0,0,0, 
557,293,0,1,0,0,1,0,0,1,0,1,955,1,1,1,0,1,1,1,0,1,1,162,1,0,1,0,0,0,1,0,654,1,0,1,0,0,0,1,1,1,0, 
558,295,0,1,0,0,1,0,0,1,1,1,956,1,1,1,0,1,1,1,1,0,0,34,0,0,1,0,0,0,1,0,652,1,0,1,0,0,0,1,1,0,0, 
559,298,0,1,0,0,1,0,1,0,1,0,956,1,1,1,0,1,1,1,1,0,0,194,1,1,0,0,0,0,1,0,650,1,0,1,0,0,0,1,0,1,0, 
560,301,0,1,0,0,1,0,1,1,0,1,957,1,1,1,0,1,1,1,1,0,1,194,1,1,0,0,0,0,1,0,648,1,0,1,0,0,0,1,0,0,0, 
561,304,0,1,0,0,1,1,0,0,0,0,958,1,1,1,0,1,1,1,1,1,0,66,0,1,0,0,0,0,1,0,646,1,0,1,0,0,0,0,1,1,0, 
562,307,0,1,0,0,1,1,0,0,1,1,959,1,1,1,0,1,1,1,1,1,1,130,1,0,0,0,0,0,1,0,646,1,0,1,0,0,0,0,1,1,0, 
563,307,0,1,0,0,1,1,0,0,1,1,960,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,644,1,0,1,0,0,0,0,1,0,0, 
564,310,0,1,0,0,1,1,0,1,1,0,960,1,1,1,1,0,0,0,0,0,0,252,1,1,1,1,1,1,0,0,642,1,0,1,0,0,0,0,0,1,0, 
565,313,0,1,0,0,1,1,1,0,0,1,961,1,1,1,1,0,0,0,0,0,1,252,1,1,1,1,1,1,0,0,640,1,0,1,0,0,0,0,0,0,0, 
566,316,0,1,0,0,1,1,1,1,0,0,962,1,1,1,1,0,0,0,0,1,0,124,0,1,1,1,1,1,0,0,638,1,0,0,1,1,1,1,1,1,0, 
567,318,0,1,0,0,1,1,1,1,1,0,963,1,1,1,1,0,0,0,0,1,1,188,1,0,1,1,1,1,0,0,638,1,0,0,1,1,1,1,1,1,0, 
568,318,0,1,0,0,1,1,1,1,1,0,964,1,1,1,1,0,0,0,1,0,0,60,0,0,1,1,1,1,0,0,636,1,0,0,1,1,1,1,1,0,0, 
569,321,0,1,0,1,0,0,0,0,0,1,965,1,1,1,1,0,0,0,1,0,1,220,1,1,0,1,1,1,0,0,634,1,0,0,1,1,1,1,0,1,0, 
570,324,0,1,0,1,0,0,0,1,0,0,965,1,1,1,1,0,0,0,1,0,1,92,0,1,0,1,1,1,0,0,632,1,0,0,1,1,1,1,0,0,0, 
571,327,0,1,0,1,0,0,0,1,1,1,966,1,1,1,1,0,0,0,1,1,0,92,0,1,0,1,1,1,0,0,630,1,0,0,1,1,1,0,1,1,0, 
572,330,0,1,0,1,0,0,1,0,1,0,967,1,1,1,1,0,0,0,1,1,1,156,1,0,0,1,1,1,0,0,628,1,0,0,1,1,1,0,1,0,0, 
573,333,0,1,0,1,0,0,1,1,0,1,968,1,1,1,1,0,0,1,0,0,0,28,0,0,0,1,1,1,0,0,628,1,0,0,1,1,1,0,1,0,0, 
574,333,0,1,0,1,0,0,1,1,0,1,969,1,1,1,1,0,0,1,0,0,1,236,1,1,1,0,1,1,0,0,626,1,0,0,1,1,1,0,0,1,0, 
575,336,0,1,0,1,0,1,0,0,0,0,969,1,1,1,1,0,0,1,0,0,1,108,0,1,1,0,1,1,0,0,624,1,0,0,1,1,1,0,0,0,0, 
576,339,0,1,0,1,0,1,0,0,1,1,970,1,1,1,1,0,0,1,0,1,0,108,0,1,1,0,1,1,0,0,622,1,0,0,1,1,0,1,1,1,0, 
577,342,0,1,0,1,0,1,0,1,1,0,971,1,1,1,1,0,0,1,0,1,1,172,1,0,1,0,1,1,0,0,620,1,0,0,1,1,0,1,1,0,0, 
578,345,0,1,0,1,0,1,1,0,0,1,972,1,1,1,1,0,0,1,1,0,0,44,0,0,1,0,1,1,0,0,620,1,0,0,1,1,0,1,1,0,0, 
579,345,0,1,0,1,0,1,1,0,0,1,973,1,1,1,1,0,0,1,1,0,1,204,1,1,0,0,1,1,0,0,618,1,0,0,1,1,0,1,0,1,0, 
580,348,0,1,0,1,0,1,1,1,0,0,974,1,1,1,1,0,0,1,1,1,0,76,0,1,0,0,1,1,0,0,616,1,0,0,1,1,0,1,0,0,0, 
581,351,0,1,0,1,0,1,1,1,1,1,974,1,1,1,1,0,0,1,1,1,0,140,1,0,0,0,1,1,0,0,614,1,0,0,1,1,0,0,1,1,0, 
582,354,0,1,0,1,1,0,0,0,1,0,975,1,1,1,1,0,0,1,1,1,1,140,1,0,0,0,1,1,0,0,612,1,0,0,1,1,0,0,1,0,0, 
583,357,0,1,0,1,1,0,0,1,0,1,976,1,1,1,1,0,1,0,0,0,0,12,0,0,0,0,1,1,0,0,610,1,0,0,1,1,0,0,0,1,0, 
584,360,0,1,0,1,1,0,1,0,0,0,977,1,1,1,1,0,1,0,0,0,1,244,1,1,1,1,0,1,0,0,610,1,0,0,1,1,0,0,0,1,0, 
585,360,0,1,0,1,1,0,1,0,0,0,978,1,1,1,1,0,1,0,0,1,0,116,0,1,1,1,0,1,0,0,608,1,0,0,1,1,0,0,0,0,0, 
586,363,0,1,0,1,1,0,1,0,1,1,978,1,1,1,1,0,1,0,0,1,0,180,1,0,1,1,0,1,0,0,606,1,0,0,1,0,1,1,1,1,0, 
587,366,0,1,0,1,1,0,1,1,1,0,979,1,1,1,1,0,1,0,0,1,1,180,1,0,1,1,0,1,0,0,604,1,0,0,1,0,1,1,1,0,0, 
588,369,0,1,0,1,1,1,0,0,0,1,980,1,1,1,1,0,1,0,1,0,0,52,0,0,1,1,0,1,0,0,602,1,0,0,1,0,1,1,0,1,0, 
589,372,0,1,0,1,1,1,0,1,0,0,981,1,1,1,1,0,1,0,1,0,1,212,1,1,0,1,0,1,0,0,602,1,0,0,1,0,1,1,0,1,0, 
590,372,0,1,0,1,1,1,0,1,0,0,982,1,1,1,1,0,1,0,1,1,0,84,0,1,0,1,0,1,0,0,600,1,0,0,1,0,1,1,0,0,0, 
591,375,0,1,0,1,1,1,0,1,1,1,983,1,1,1,1,0,1,0,1,1,1,148,1,0,0,1,0,1,0,0,598,1,0,0,1,0,1,0,1,1,0, 
592,378,0,1,0,1,1,1,1,0,1,0,983,1,1,1,1,0,1,0,1,1,1,20,0,0,0,1,0,1,0,0,596,1,0,0,1,0,1,0,1,0,0, 
593,381,0,1,0,1,1,1,1,1,0,1,984,1,1,1,1,0,1,1,0,0,0,20,0,0,0,1,0,1,0,0,594,1,0,0,1,0,1,0,0,1,0, 
594,384,0,1,1,0,0,0,0,0,0,0,985,1,1,1,1,0,1,1,0,0,1,228,1,1,1,0,0,1,0,0,592,1,0,0,1,0,1,0,0,0,0, 
595,387,0,1,1,0,0,0,0,0,1,1,986,1,1,1,1,0,1,1,0,1,0,100,0,1,1,0,0,1,0,0,592,1,0,0,1,0,1,0,0,0,0, 
596,387,0,1,1,0,0,0,0,0,1,1,987,1,1,1,1,0,1,1,0,1,1,164,1,0,1,0,0,1,0,0,590,1,0,0,1,0,0,1,1,1,0, 
597,390,0,1,1,0,0,0,0,1,1,0,987,1,1,1,1,0,1,1,0,1,1,36,0,0,1,0,0,1,0,0,588,1,0,0,1,0,0,1,1,0,0, 
598,393,0,1,1,0,0,0,1,0,0,1,988,1,1,1,1,0,1,1,1,0,0,36,0,0,1,0,0,1,0,0,586,1,0,0,1,0,0,1,0,1,0, 
599,396,0,1,1,0,0,0,1,1,0,0,989,1,1,1,1,0,1,1,1,0,1,196,1,1,0,0,0,1,0,0,584,1,0,0,1,0,0,1,0,0,0, 
600,399,0,1,1,0,0,0,1,1,1,1,990,1,1,1,1,0,1,1,1,1,0,68,0,1,0,0,0,1,0,0,584,1,0,0,1,0,0,1,0,0,0, 
601,399,0,1,1,0,0,0,1,1,1,1,991,1,1,1,1,0,1,1,1,1,1,132,1,0,0,0,0,1,0,0,582,1,0,0,1,0,0,0,1,1,0, 
602,402,0,1,1,0,0,1,0,0,1,0,992,1,1,1,1,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,580,1,0,0,1,0,0,0,1,0,0, 
603,405,0,1,1,0,0,1,0,1,0,1,992,1,1,1,1,1,0,0,0,0,0,248,1,1,1,1,1,0,0,0,578,1,0,0,1,0,0,0,0,1,0, 
604,408,0,1,1,0,0,1,1,0,0,0,993,1,1,1,1,1,0,0,0,0,1,248,1,1,1,1,1,0,0,0,576,1,0,0,1,0,0,0,0,0,0, 
605,411,0,1,1,0,0,1,1,0,1,1,994,1,1,1,1,1,0,0,0,1,0,120,0,1,1,1,1,0,0,0,574,1,0,0,0,1,1,1,1,1,0, 
606,414,0,1,1,0,0,1,1,1,1,0,995,1,1,1,1,1,0,0,0,1,1,184,1,0,1,1,1,0,0,0,574,1,0,0,0,1,1,1,1,1,0, 
607,414,0,1,1,0,0,1,1,1,1,0,996,1,1,1,1,1,0,0,1,0,0,56,0,0,1,1,1,0,0,0,572,1,0,0,0,1,1,1,1,0,0, 
608,418,0,1,1,0,1,0,0,0,1,0,997,1,1,1,1,1,0,0,1,0,1,216,1,1,0,1,1,0,0,0,570,1,0,0,0,1,1,1,0,1,0, 
609,421,0,1,1,0,1,0,0,1,0,1,997,1,1,1,1,1,0,0,1,0,1,88,0,1,0,1,1,0,0,0,568,1,0,0,0,1,1,1,0,0,0, 
610,424,0,1,1,0,1,0,1,0,0,0,998,1,1,1,1,1,0,0,1,1,0,88,0,1,0,1,1,0,0,0,566,1,0,0,0,1,1,0,1,1,0, 
611,427,0,1,1,0,1,0,1,0,1,1,999,1,1,1,1,1,0,0,1,1,1,152,1,0,0,1,1,0,0,0,564,1,0,0,0,1,1,0,1,0,0, 
612,430,0,1,1,0,1,0,1,1,1,0,1000,1,1,1,1,1,0,1,0,0,0,24,0,0,0,1,1,0,0,0,564,1,0,0,0,1,1,0,1,0,0, 
613,430,0,1,1,0,1,0,1,1,1,0,1001,1,1,1,1,1,0,1,0,0,1,232,1,1,1,0,1,0,0,0,562,1,0,0,0,1,1,0,0,1,0, 
614,433,0,1,1,0,1,1,0,0,0,1,1001,1,1,1,1,1,0,1,0,0,1,104,0,1,1,0,1,0,0,0,560,1,0,0,0,1,1,0,0,0,0, 
615,436,0,1,1,0,1,1,0,1,0,0,1002,1,1,1,1,1,0,1,0,1,0,104,0,1,1,0,1,0,0,0,558,1,0,0,0,1,0,1,1,1,0, 
616,439,0,1,1,0,1,1,0,1,1,1,1003,1,1,1,1,1,0,1,0,1,1,168,1,0,1,0,1,0,0,0,556,1,0,0,0,1,0,1,1,0,0, 
