Groups:
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  unsigned decimal

Data:
time unit: s, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], 
0, X, X, X, X, X, X, X, X, X, X, X, 
144, 690, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 
145, 690, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 
146, 690, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 
147, 691, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 
148, 691, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 
149, 691, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 
150, 691, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 
151, 691, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 
152, 692, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 
153, 692, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 
154, 692, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 
155, 692, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 
156, 692, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 
157, 693, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 
158, 693, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 
159, 693, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 
160, 693, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 
161, 694, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 
162, 694, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 
163, 694, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 
164, 694, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 
165, 694, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 
166, 695, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 
167, 695, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 
168, 695, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 
169, 695, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 
170, 695, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 
171, 696, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 
172, 696, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 
173, 696, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 
174, 696, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 
175, 696, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 
176, 697, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 
177, 697, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 
178, 697, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 
179, 697, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 
180, 697, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 
181, 698, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 
182, 698, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 
183, 698, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 
184, 698, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 
185, 698, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 
186, 699, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 
187, 699, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 
188, 699, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 
189, 699, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 
190, 699, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 
191, 700, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 
192, 700, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 
193, 700, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 
194, 700, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 
195, 700, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 
196, 701, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 
197, 701, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 
198, 701, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 
199, 701, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 
200, 702, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 
201, 702, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 
202, 702, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 
203, 702, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 
204, 702, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 
205, 703, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 
206, 703, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 
207, 703, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 
208, 703, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 
209, 703, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 
210, 704, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 
211, 704, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 
212, 704, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 
213, 704, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 
214, 704, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 
215, 705, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 
216, 705, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 
217, 705, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 
218, 705, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 
219, 705, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 
220, 706, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 
221, 706, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 
222, 706, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 
223, 706, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 
224, 706, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 
225, 707, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 
226, 707, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 
227, 707, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 
228, 707, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 
229, 707, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 
230, 708, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
231, 708, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
232, 708, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
233, 708, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
234, 708, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
235, 709, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
236, 709, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
237, 709, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
238, 709, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
239, 709, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
240, 710, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 
241, 710, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 
242, 710, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 
243, 710, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 
244, 711, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 
245, 711, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 
246, 711, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 
247, 711, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 
248, 711, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 
249, 712, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 
250, 712, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 
251, 712, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 
252, 712, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 
253, 712, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 
254, 713, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 
255, 713, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 
256, 713, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 
257, 713, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 
258, 713, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 
259, 714, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 
260, 714, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 
261, 714, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 
262, 714, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 
263, 714, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 
264, 715, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 
265, 715, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 
266, 715, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 
267, 715, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 
268, 715, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 
269, 716, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
270, 716, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
271, 716, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
272, 716, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
273, 716, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
274, 717, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
275, 717, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
276, 717, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
277, 717, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
278, 717, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
279, 718, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 
280, 718, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 
281, 718, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 
282, 718, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 
283, 718, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 
284, 719, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 
285, 719, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 
286, 719, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 
287, 719, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 
288, 720, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
289, 720, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
290, 720, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
291, 720, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
292, 720, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
293, 721, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
294, 721, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
295, 721, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
296, 721, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
297, 721, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
298, 722, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 
299, 722, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 
300, 722, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 
301, 722, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 
302, 722, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 
303, 723, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 
304, 723, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 
305, 723, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 
