Groups:
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  unsigned decimal

Data:
time unit: s, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], 
0, X, X, X, X, X, X, X, X, X, X, X, 
262, 248, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 
263, 246, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 
264, 246, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 
265, 246, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 
266, 246, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 
267, 246, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 
268, 243, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 
269, 243, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 
270, 243, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 
271, 243, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 
272, 243, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 
273, 240, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 
274, 240, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 
275, 240, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 
276, 240, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 
277, 240, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 
278, 238, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 
279, 238, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 
280, 238, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 
281, 238, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 
282, 238, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 
283, 235, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 
284, 235, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 
285, 235, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 
286, 235, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 
287, 235, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 
288, 232, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 
289, 232, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 
290, 232, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 
291, 232, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 
292, 232, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 
293, 230, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 
294, 230, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 
295, 230, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 
296, 230, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 
297, 230, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 
298, 227, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 
299, 227, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 
300, 227, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 
301, 227, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 
302, 225, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 
303, 225, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 
304, 225, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 
305, 225, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 
306, 225, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 
307, 222, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 
308, 222, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 
309, 222, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 
310, 222, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 
311, 222, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 
312, 219, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 
313, 219, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 
314, 219, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 
315, 219, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 
316, 219, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 
317, 217, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 
318, 217, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 
319, 217, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 
320, 217, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 
321, 217, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 
322, 214, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
323, 214, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
324, 214, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
325, 214, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
326, 214, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
327, 212, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
328, 212, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
329, 212, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
330, 212, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
331, 212, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
332, 209, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
333, 209, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
334, 209, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
335, 209, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
336, 209, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
337, 207, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 
338, 207, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 
339, 207, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 
340, 207, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 
341, 204, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
342, 204, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
343, 204, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
344, 204, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
345, 204, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
346, 202, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 
