Groups:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fout1[27..18] =, fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group =, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27,  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri[9..0] =, tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time unit: ms, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], fout1[27..18], fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18], Group, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27, tri[9..0], tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
1927,702,1,0,1,0,1,1,1,1,1,0,702,1,0,1,0,1,1,1,1,1,0,189,1,0,1,1,1,1,0,1,888,1,1,0,1,1,1,1,0,0,0, 
1928,702,1,0,1,0,1,1,1,1,1,0,702,1,0,1,0,1,1,1,1,1,0,125,0,1,1,1,1,1,0,1,890,1,1,0,1,1,1,1,0,1,0, 
1929,703,1,0,1,0,1,1,1,1,1,1,703,1,0,1,0,1,1,1,1,1,1,125,0,1,1,1,1,1,0,1,890,1,1,0,1,1,1,1,0,1,0, 
1930,704,1,0,1,1,0,0,0,0,0,0,704,1,0,1,1,0,0,0,0,0,0,253,1,1,1,1,1,1,0,1,892,1,1,0,1,1,1,1,1,0,0, 
1931,704,1,0,1,1,0,0,0,0,0,0,704,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,892,1,1,0,1,1,1,1,1,0,0, 
1932,705,1,0,1,1,0,0,0,0,0,1,705,1,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,894,1,1,0,1,1,1,1,1,1,0, 
1933,705,1,0,1,1,0,0,0,0,0,1,705,1,0,1,1,0,0,0,0,0,1,131,1,0,0,0,0,0,1,1,896,1,1,1,0,0,0,0,0,0,0, 
1934,706,1,0,1,1,0,0,0,0,1,0,706,1,0,1,1,0,0,0,0,1,0,131,1,0,0,0,0,0,1,1,896,1,1,1,0,0,0,0,0,0,0, 
1935,707,1,0,1,1,0,0,0,0,1,1,707,1,0,1,1,0,0,0,0,1,1,67,0,1,0,0,0,0,1,1,898,1,1,1,0,0,0,0,0,1,0, 
1936,707,1,0,1,1,0,0,0,0,1,1,707,1,0,1,1,0,0,0,0,1,1,195,1,1,0,0,0,0,1,1,898,1,1,1,0,0,0,0,0,1,0, 
1937,708,1,0,1,1,0,0,0,1,0,0,708,1,0,1,1,0,0,0,1,0,0,195,1,1,0,0,0,0,1,1,900,1,1,1,0,0,0,0,1,0,0, 
1938,709,1,0,1,1,0,0,0,1,0,1,709,1,0,1,1,0,0,0,1,0,1,35,0,0,1,0,0,0,1,1,902,1,1,1,0,0,0,0,1,1,0, 
1939,709,1,0,1,1,0,0,0,1,0,1,709,1,0,1,1,0,0,0,1,0,1,163,1,0,1,0,0,0,1,1,902,1,1,1,0,0,0,0,1,1,0, 
1940,710,1,0,1,1,0,0,0,1,1,0,710,1,0,1,1,0,0,0,1,1,0,163,1,0,1,0,0,0,1,1,904,1,1,1,0,0,0,1,0,0,0, 
1941,710,1,0,1,1,0,0,0,1,1,0,710,1,0,1,1,0,0,0,1,1,0,99,0,1,1,0,0,0,1,1,906,1,1,1,0,0,0,1,0,1,0, 
1942,711,1,0,1,1,0,0,0,1,1,1,711,1,0,1,1,0,0,0,1,1,1,99,0,1,1,0,0,0,1,1,906,1,1,1,0,0,0,1,0,1,0, 
1943,712,1,0,1,1,0,0,1,0,0,0,712,1,0,1,1,0,0,1,0,0,0,227,1,1,1,0,0,0,1,1,908,1,1,1,0,0,0,1,1,0,0, 
1944,712,1,0,1,1,0,0,1,0,0,0,712,1,0,1,1,0,0,1,0,0,0,19,0,0,0,1,0,0,1,1,908,1,1,1,0,0,0,1,1,0,0, 
1945,713,1,0,1,1,0,0,1,0,0,1,713,1,0,1,1,0,0,1,0,0,1,19,0,0,0,1,0,0,1,1,910,1,1,1,0,0,0,1,1,1,0, 
1946,713,1,0,1,1,0,0,1,0,0,1,713,1,0,1,1,0,0,1,0,0,1,147,1,0,0,1,0,0,1,1,912,1,1,1,0,0,1,0,0,0,0, 
1947,714,1,0,1,1,0,0,1,0,1,0,714,1,0,1,1,0,0,1,0,1,0,147,1,0,0,1,0,0,1,1,912,1,1,1,0,0,1,0,0,0,0, 
1948,715,1,0,1,1,0,0,1,0,1,1,715,1,0,1,1,0,0,1,0,1,1,83,0,1,0,1,0,0,1,1,914,1,1,1,0,0,1,0,0,1,0, 
1949,715,1,0,1,1,0,0,1,0,1,1,715,1,0,1,1,0,0,1,0,1,1,211,1,1,0,1,0,0,1,1,914,1,1,1,0,0,1,0,0,1,0, 
1950,716,1,0,1,1,0,0,1,1,0,0,716,1,0,1,1,0,0,1,1,0,0,211,1,1,0,1,0,0,1,1,916,1,1,1,0,0,1,0,1,0,0, 
1951,717,1,0,1,1,0,0,1,1,0,1,717,1,0,1,1,0,0,1,1,0,1,51,0,0,1,1,0,0,1,1,918,1,1,1,0,0,1,0,1,1,0, 
1952,717,1,0,1,1,0,0,1,1,0,1,717,1,0,1,1,0,0,1,1,0,1,179,1,0,1,1,0,0,1,1,918,1,1,1,0,0,1,0,1,1,0, 
1953,718,1,0,1,1,0,0,1,1,1,0,718,1,0,1,1,0,0,1,1,1,0,179,1,0,1,1,0,0,1,1,920,1,1,1,0,0,1,1,0,0,0, 
1954,718,1,0,1,1,0,0,1,1,1,0,718,1,0,1,1,0,0,1,1,1,0,115,0,1,1,1,0,0,1,1,922,1,1,1,0,0,1,1,0,1,0, 
1955,719,1,0,1,1,0,0,1,1,1,1,719,1,0,1,1,0,0,1,1,1,1,115,0,1,1,1,0,0,1,1,922,1,1,1,0,0,1,1,0,1,0, 
1956,720,1,0,1,1,0,1,0,0,0,0,720,1,0,1,1,0,1,0,0,0,0,243,1,1,1,1,0,0,1,1,924,1,1,1,0,0,1,1,1,0,0, 
1957,720,1,0,1,1,0,1,0,0,0,0,720,1,0,1,1,0,1,0,0,0,0,11,0,0,0,0,1,0,1,1,924,1,1,1,0,0,1,1,1,0,0, 
1958,721,1,0,1,1,0,1,0,0,0,1,721,1,0,1,1,0,1,0,0,0,1,11,0,0,0,0,1,0,1,1,926,1,1,1,0,0,1,1,1,1,0, 
1959,721,1,0,1,1,0,1,0,0,0,1,721,1,0,1,1,0,1,0,0,0,1,139,1,0,0,0,1,0,1,1,928,1,1,1,0,1,0,0,0,0,0, 
1960,722,1,0,1,1,0,1,0,0,1,0,722,1,0,1,1,0,1,0,0,1,0,139,1,0,0,0,1,0,1,1,928,1,1,1,0,1,0,0,0,0,0, 
1961,723,1,0,1,1,0,1,0,0,1,1,723,1,0,1,1,0,1,0,0,1,1,75,0,1,0,0,1,0,1,1,930,1,1,1,0,1,0,0,0,1,0, 
1962,723,1,0,1,1,0,1,0,0,1,1,723,1,0,1,1,0,1,0,0,1,1,203,1,1,0,0,1,0,1,1,930,1,1,1,0,1,0,0,0,1,0, 
1963,724,1,0,1,1,0,1,0,1,0,0,724,1,0,1,1,0,1,0,1,0,0,203,1,1,0,0,1,0,1,1,932,1,1,1,0,1,0,0,1,0,0, 
1964,725,1,0,1,1,0,1,0,1,0,1,725,1,0,1,1,0,1,0,1,0,1,43,0,0,1,0,1,0,1,1,934,1,1,1,0,1,0,0,1,1,0, 
1965,725,1,0,1,1,0,1,0,1,0,1,725,1,0,1,1,0,1,0,1,0,1,171,1,0,1,0,1,0,1,1,934,1,1,1,0,1,0,0,1,1,0, 
1966,726,1,0,1,1,0,1,0,1,1,0,726,1,0,1,1,0,1,0,1,1,0,171,1,0,1,0,1,0,1,1,936,1,1,1,0,1,0,1,0,0,0, 
1967,726,1,0,1,1,0,1,0,1,1,0,726,1,0,1,1,0,1,0,1,1,0,107,0,1,1,0,1,0,1,1,938,1,1,1,0,1,0,1,0,1,0, 
1968,727,1,0,1,1,0,1,0,1,1,1,727,1,0,1,1,0,1,0,1,1,1,107,0,1,1,0,1,0,1,1,938,1,1,1,0,1,0,1,0,1,0, 
1969,728,1,0,1,1,0,1,1,0,0,0,728,1,0,1,1,0,1,1,0,0,0,235,1,1,1,0,1,0,1,1,940,1,1,1,0,1,0,1,1,0,0, 
1970,728,1,0,1,1,0,1,1,0,0,0,728,1,0,1,1,0,1,1,0,0,0,27,0,0,0,1,1,0,1,1,940,1,1,1,0,1,0,1,1,0,0, 
1971,729,1,0,1,1,0,1,1,0,0,1,729,1,0,1,1,0,1,1,0,0,1,27,0,0,0,1,1,0,1,1,942,1,1,1,0,1,0,1,1,1,0, 
1972,729,1,0,1,1,0,1,1,0,0,1,729,1,0,1,1,0,1,1,0,0,1,155,1,0,0,1,1,0,1,1,944,1,1,1,0,1,1,0,0,0,0, 
1973,730,1,0,1,1,0,1,1,0,1,0,730,1,0,1,1,0,1,1,0,1,0,155,1,0,0,1,1,0,1,1,944,1,1,1,0,1,1,0,0,0,0, 
1974,731,1,0,1,1,0,1,1,0,1,1,731,1,0,1,1,0,1,1,0,1,1,91,0,1,0,1,1,0,1,1,946,1,1,1,0,1,1,0,0,1,0, 
1975,731,1,0,1,1,0,1,1,0,1,1,731,1,0,1,1,0,1,1,0,1,1,219,1,1,0,1,1,0,1,1,946,1,1,1,0,1,1,0,0,1,0, 
1976,732,1,0,1,1,0,1,1,1,0,0,732,1,0,1,1,0,1,1,1,0,0,219,1,1,0,1,1,0,1,1,948,1,1,1,0,1,1,0,1,0,0, 
1977,733,1,0,1,1,0,1,1,1,0,1,733,1,0,1,1,0,1,1,1,0,1,59,0,0,1,1,1,0,1,1,950,1,1,1,0,1,1,0,1,1,0, 
1978,733,1,0,1,1,0,1,1,1,0,1,733,1,0,1,1,0,1,1,1,0,1,187,1,0,1,1,1,0,1,1,950,1,1,1,0,1,1,0,1,1,0, 
1979,734,1,0,1,1,0,1,1,1,1,0,734,1,0,1,1,0,1,1,1,1,0,187,1,0,1,1,1,0,1,1,952,1,1,1,0,1,1,1,0,0,0, 
1980,734,1,0,1,1,0,1,1,1,1,0,734,1,0,1,1,0,1,1,1,1,0,123,0,1,1,1,1,0,1,1,954,1,1,1,0,1,1,1,0,1,0, 
1981,735,1,0,1,1,0,1,1,1,1,1,735,1,0,1,1,0,1,1,1,1,1,123,0,1,1,1,1,0,1,1,954,1,1,1,0,1,1,1,0,1,0, 
1982,736,1,0,1,1,1,0,0,0,0,0,736,1,0,1,1,1,0,0,0,0,0,251,1,1,1,1,1,0,1,1,956,1,1,1,0,1,1,1,1,0,0, 
1983,736,1,0,1,1,1,0,0,0,0,0,736,1,0,1,1,1,0,0,0,0,0,7,0,0,0,0,0,1,1,1,956,1,1,1,0,1,1,1,1,0,0, 
1984,737,1,0,1,1,1,0,0,0,0,1,737,1,0,1,1,1,0,0,0,0,1,7,0,0,0,0,0,1,1,1,958,1,1,1,0,1,1,1,1,1,0, 
1985,737,1,0,1,1,1,0,0,0,0,1,737,1,0,1,1,1,0,0,0,0,1,135,1,0,0,0,0,1,1,1,960,1,1,1,1,0,0,0,0,0,0, 
1986,738,1,0,1,1,1,0,0,0,1,0,738,1,0,1,1,1,0,0,0,1,0,135,1,0,0,0,0,1,1,1,960,1,1,1,1,0,0,0,0,0,0, 
1987,739,1,0,1,1,1,0,0,0,1,1,739,1,0,1,1,1,0,0,0,1,1,71,0,1,0,0,0,1,1,1,962,1,1,1,1,0,0,0,0,1,0, 
1988,739,1,0,1,1,1,0,0,0,1,1,739,1,0,1,1,1,0,0,0,1,1,199,1,1,0,0,0,1,1,1,962,1,1,1,1,0,0,0,0,1,0, 
1989,740,1,0,1,1,1,0,0,1,0,0,740,1,0,1,1,1,0,0,1,0,0,199,1,1,0,0,0,1,1,1,964,1,1,1,1,0,0,0,1,0,0, 
1990,741,1,0,1,1,1,0,0,1,0,1,741,1,0,1,1,1,0,0,1,0,1,39,0,0,1,0,0,1,1,1,966,1,1,1,1,0,0,0,1,1,0, 
1991,741,1,0,1,1,1,0,0,1,0,1,741,1,0,1,1,1,0,0,1,0,1,167,1,0,1,0,0,1,1,1,966,1,1,1,1,0,0,0,1,1,0, 
1992,742,1,0,1,1,1,0,0,1,1,0,742,1,0,1,1,1,0,0,1,1,0,167,1,0,1,0,0,1,1,1,968,1,1,1,1,0,0,1,0,0,0, 
1993,742,1,0,1,1,1,0,0,1,1,0,742,1,0,1,1,1,0,0,1,1,0,103,0,1,1,0,0,1,1,1,970,1,1,1,1,0,0,1,0,1,0, 
1994,743,1,0,1,1,1,0,0,1,1,1,743,1,0,1,1,1,0,0,1,1,1,103,0,1,1,0,0,1,1,1,970,1,1,1,1,0,0,1,0,1,0, 
1995,744,1,0,1,1,1,0,1,0,0,0,744,1,0,1,1,1,0,1,0,0,0,231,1,1,1,0,0,1,1,1,972,1,1,1,1,0,0,1,1,0,0, 
1996,744,1,0,1,1,1,0,1,0,0,0,744,1,0,1,1,1,0,1,0,0,0,23,0,0,0,1,0,1,1,1,972,1,1,1,1,0,0,1,1,0,0, 
1997,745,1,0,1,1,1,0,1,0,0,1,745,1,0,1,1,1,0,1,0,0,1,23,0,0,0,1,0,1,1,1,974,1,1,1,1,0,0,1,1,1,0, 
1998,745,1,0,1,1,1,0,1,0,0,1,745,1,0,1,1,1,0,1,0,0,1,151,1,0,0,1,0,1,1,1,976,1,1,1,1,0,1,0,0,0,0, 
1999,746,1,0,1,1,1,0,1,0,1,0,746,1,0,1,1,1,0,1,0,1,0,151,1,0,0,1,0,1,1,1,976,1,1,1,1,0,1,0,0,0,0, 
2000,747,1,0,1,1,1,0,1,0,1,1,747,1,0,1,1,1,0,1,0,1,1,87,0,1,0,1,0,1,1,1,978,1,1,1,1,0,1,0,0,1,0, 
2001,747,1,0,1,1,1,0,1,0,1,1,747,1,0,1,1,1,0,1,0,1,1,215,1,1,0,1,0,1,1,1,978,1,1,1,1,0,1,0,0,1,0, 
2002,748,1,0,1,1,1,0,1,1,0,0,748,1,0,1,1,1,0,1,1,0,0,215,1,1,0,1,0,1,1,1,980,1,1,1,1,0,1,0,1,0,0, 
2003,748,1,0,1,1,1,0,1,1,0,0,748,1,0,1,1,1,0,1,1,0,0,55,0,0,1,1,0,1,1,1,982,1,1,1,1,0,1,0,1,1,0, 
2004,749,1,0,1,1,1,0,1,1,0,1,749,1,0,1,1,1,0,1,1,0,1,55,0,0,1,1,0,1,1,1,982,1,1,1,1,0,1,0,1,1,0, 
2005,750,1,0,1,1,1,0,1,1,1,0,750,1,0,1,1,1,0,1,1,1,0,183,1,0,1,1,0,1,1,1,984,1,1,1,1,0,1,1,0,0,0, 
2006,750,1,0,1,1,1,0,1,1,1,0,750,1,0,1,1,1,0,1,1,1,0,119,0,1,1,1,0,1,1,1,984,1,1,1,1,0,1,1,0,0,0, 
2007,751,1,0,1,1,1,0,1,1,1,1,751,1,0,1,1,1,0,1,1,1,1,119,0,1,1,1,0,1,1,1,986,1,1,1,1,0,1,1,0,1,0, 
2008,752,1,0,1,1,1,1,0,0,0,0,752,1,0,1,1,1,1,0,0,0,0,247,1,1,1,1,0,1,1,1,988,1,1,1,1,0,1,1,1,0,0, 
2009,752,1,0,1,1,1,1,0,0,0,0,752,1,0,1,1,1,1,0,0,0,0,15,0,0,0,0,1,1,1,1,988,1,1,1,1,0,1,1,1,0,0, 
2010,753,1,0,1,1,1,1,0,0,0,1,753,1,0,1,1,1,1,0,0,0,1,15,0,0,0,0,1,1,1,1,990,1,1,1,1,0,1,1,1,1,0, 
2011,753,1,0,1,1,1,1,0,0,0,1,753,1,0,1,1,1,1,0,0,0,1,143,1,0,0,0,1,1,1,1,992,1,1,1,1,1,0,0,0,0,0, 
2012,754,1,0,1,1,1,1,0,0,1,0,754,1,0,1,1,1,1,0,0,1,0,143,1,0,0,0,1,1,1,1,992,1,1,1,1,1,0,0,0,0,0, 
2013,755,1,0,1,1,1,1,0,0,1,1,755,1,0,1,1,1,1,0,0,1,1,79,0,1,0,0,1,1,1,1,994,1,1,1,1,1,0,0,0,1,0, 
2014,755,1,0,1,1,1,1,0,0,1,1,755,1,0,1,1,1,1,0,0,1,1,207,1,1,0,0,1,1,1,1,994,1,1,1,1,1,0,0,0,1,0, 
2015,756,1,0,1,1,1,1,0,1,0,0,756,1,0,1,1,1,1,0,1,0,0,207,1,1,0,0,1,1,1,1,996,1,1,1,1,1,0,0,1,0,0, 
2016,756,1,0,1,1,1,1,0,1,0,0,756,1,0,1,1,1,1,0,1,0,0,47,0,0,1,0,1,1,1,1,998,1,1,1,1,1,0,0,1,1,0, 
2017,757,1,0,1,1,1,1,0,1,0,1,757,1,0,1,1,1,1,0,1,0,1,47,0,0,1,0,1,1,1,1,998,1,1,1,1,1,0,0,1,1,0, 
2018,758,1,0,1,1,1,1,0,1,1,0,758,1,0,1,1,1,1,0,1,1,0,175,1,0,1,0,1,1,1,1,1000,1,1,1,1,1,0,1,0,0,0, 
2019,758,1,0,1,1,1,1,0,1,1,0,758,1,0,1,1,1,1,0,1,1,0,111,0,1,1,0,1,1,1,1,1000,1,1,1,1,1,0,1,0,0,0, 
2020,759,1,0,1,1,1,1,0,1,1,1,759,1,0,1,1,1,1,0,1,1,1,111,0,1,1,0,1,1,1,1,1002,1,1,1,1,1,0,1,0,1,0, 
2021,760,1,0,1,1,1,1,1,0,0,0,760,1,0,1,1,1,1,1,0,0,0,239,1,1,1,0,1,1,1,1,1004,1,1,1,1,1,0,1,1,0,0, 
2022,760,1,0,1,1,1,1,1,0,0,0,760,1,0,1,1,1,1,1,0,0,0,31,0,0,0,1,1,1,1,1,1004,1,1,1,1,1,0,1,1,0,0, 
2023,761,1,0,1,1,1,1,1,0,0,1,761,1,0,1,1,1,1,1,0,0,1,31,0,0,0,1,1,1,1,1,1006,1,1,1,1,1,0,1,1,1,0, 
2024,761,1,0,1,1,1,1,1,0,0,1,761,1,0,1,1,1,1,1,0,0,1,159,1,0,0,1,1,1,1,1,1008,1,1,1,1,1,1,0,0,0,0, 
2025,762,1,0,1,1,1,1,1,0,1,0,762,1,0,1,1,1,1,1,0,1,0,159,1,0,0,1,1,1,1,1,1008,1,1,1,1,1,1,0,0,0,0, 
2026,763,1,0,1,1,1,1,1,0,1,1,763,1,0,1,1,1,1,1,0,1,1,95,0,1,0,1,1,1,1,1,1010,1,1,1,1,1,1,0,0,1,0, 
2027,763,1,0,1,1,1,1,1,0,1,1,763,1,0,1,1,1,1,1,0,1,1,223,1,1,0,1,1,1,1,1,1010,1,1,1,1,1,1,0,0,1,0, 
2028,764,1,0,1,1,1,1,1,1,0,0,764,1,0,1,1,1,1,1,1,0,0,223,1,1,0,1,1,1,1,1,1012,1,1,1,1,1,1,0,1,0,0, 
2029,764,1,0,1,1,1,1,1,1,0,0,764,1,0,1,1,1,1,1,1,0,0,63,0,0,1,1,1,1,1,1,1014,1,1,1,1,1,1,0,1,1,0, 
2030,765,1,0,1,1,1,1,1,1,0,1,765,1,0,1,1,1,1,1,1,0,1,63,0,0,1,1,1,1,1,1,1014,1,1,1,1,1,1,0,1,1,0, 
2031,766,1,0,1,1,1,1,1,1,1,0,766,1,0,1,1,1,1,1,1,1,0,191,1,0,1,1,1,1,1,1,1016,1,1,1,1,1,1,1,0,0,0, 
2032,766,1,0,1,1,1,1,1,1,1,0,766,1,0,1,1,1,1,1,1,1,0,127,0,1,1,1,1,1,1,1,1016,1,1,1,1,1,1,1,0,0,0, 
2033,767,1,0,1,1,1,1,1,1,1,1,767,1,0,1,1,1,1,1,1,1,1,127,0,1,1,1,1,1,1,1,1018,1,1,1,1,1,1,1,0,1,0, 
2034,768,1,1,0,0,0,0,0,0,0,0,768,1,1,0,0,0,0,0,0,0,0,255,1,1,1,1,1,1,1,1,1020,1,1,1,1,1,1,1,1,0,0, 
2035,768,1,1,0,0,0,0,0,0,0,0,768,1,1,0,0,0,0,0,0,0,0,255,1,1,1,1,1,1,1,1,1020,1,1,1,1,1,1,1,1,0,0, 
2036,769,1,1,0,0,0,0,0,0,0,1,769,1,1,0,0,0,0,0,0,0,1,255,1,1,1,1,1,1,1,1,1022,1,1,1,1,1,1,1,1,1,0, 
2037,769,1,1,0,0,0,0,0,0,0,1,769,1,1,0,0,0,0,0,0,0,1,127,0,1,1,1,1,1,1,1,1022,1,1,1,1,1,1,1,1,1,0, 
2038,770,1,1,0,0,0,0,0,0,1,0,770,1,1,0,0,0,0,0,0,1,0,127,0,1,1,1,1,1,1,1,1022,1,1,1,1,1,1,1,1,1,0, 
2039,771,1,1,0,0,0,0,0,0,1,1,771,1,1,0,0,0,0,0,0,1,1,191,1,0,1,1,1,1,1,1,1020,1,1,1,1,1,1,1,1,0,0, 
2040,771,1,1,0,0,0,0,0,0,1,1,771,1,1,0,0,0,0,0,0,1,1,63,0,0,1,1,1,1,1,1,1020,1,1,1,1,1,1,1,1,0,0, 
2041,772,1,1,0,0,0,0,0,1,0,0,772,1,1,0,0,0,0,0,1,0,0,63,0,0,1,1,1,1,1,1,1018,1,1,1,1,1,1,1,0,1,0, 
2042,772,1,1,0,0,0,0,0,1,0,0,772,1,1,0,0,0,0,0,1,0,0,223,1,1,0,1,1,1,1,1,1016,1,1,1,1,1,1,1,0,0,0, 
2043,773,1,1,0,0,0,0,0,1,0,1,773,1,1,0,0,0,0,0,1,0,1,223,1,1,0,1,1,1,1,1,1016,1,1,1,1,1,1,1,0,0,0, 
2044,774,1,1,0,0,0,0,0,1,1,0,774,1,1,0,0,0,0,0,1,1,0,95,0,1,0,1,1,1,1,1,1014,1,1,1,1,1,1,0,1,1,0, 
2045,774,1,1,0,0,0,0,0,1,1,0,774,1,1,0,0,0,0,0,1,1,0,159,1,0,0,1,1,1,1,1,1014,1,1,1,1,1,1,0,1,1,0, 
2046,775,1,1,0,0,0,0,0,1,1,1,775,1,1,0,0,0,0,0,1,1,1,159,1,0,0,1,1,1,1,1,1012,1,1,1,1,1,1,0,1,0,0, 
2047,776,1,1,0,0,0,0,1,0,0,0,776,1,1,0,0,0,0,1,0,0,0,31,0,0,0,1,1,1,1,1,1010,1,1,1,1,1,1,0,0,1,0, 
2048,776,1,1,0,0,0,0,1,0,0,0,776,1,1,0,0,0,0,1,0,0,0,239,1,1,1,0,1,1,1,1,1010,1,1,1,1,1,1,0,0,1,0, 
2049,777,1,1,0,0,0,0,1,0,0,1,777,1,1,0,0,0,0,1,0,0,1,239,1,1,1,0,1,1,1,1,1008,1,1,1,1,1,1,0,0,0,0, 
2050,777,1,1,0,0,0,0,1,0,0,1,777,1,1,0,0,0,0,1,0,0,1,111,0,1,1,0,1,1,1,1,1006,1,1,1,1,1,0,1,1,1,0, 
2051,778,1,1,0,0,0,0,1,0,1,0,778,1,1,0,0,0,0,1,0,1,0,111,0,1,1,0,1,1,1,1,1006,1,1,1,1,1,0,1,1,1,0, 
2052,779,1,1,0,0,0,0,1,0,1,1,779,1,1,0,0,0,0,1,0,1,1,175,1,0,1,0,1,1,1,1,1004,1,1,1,1,1,0,1,1,0,0, 
2053,779,1,1,0,0,0,0,1,0,1,1,779,1,1,0,0,0,0,1,0,1,1,47,0,0,1,0,1,1,1,1,1004,1,1,1,1,1,0,1,1,0,0, 
2054,780,1,1,0,0,0,0,1,1,0,0,780,1,1,0,0,0,0,1,1,0,0,47,0,0,1,0,1,1,1,1,1002,1,1,1,1,1,0,1,0,1,0, 
2055,780,1,1,0,0,0,0,1,1,0,0,780,1,1,0,0,0,0,1,1,0,0,207,1,1,0,0,1,1,1,1,1000,1,1,1,1,1,0,1,0,0,0, 
2056,781,1,1,0,0,0,0,1,1,0,1,781,1,1,0,0,0,0,1,1,0,1,207,1,1,0,0,1,1,1,1,1000,1,1,1,1,1,0,1,0,0,0, 
2057,782,1,1,0,0,0,0,1,1,1,0,782,1,1,0,0,0,0,1,1,1,0,79,0,1,0,0,1,1,1,1,998,1,1,1,1,1,0,0,1,1,0, 
2058,782,1,1,0,0,0,0,1,1,1,0,782,1,1,0,0,0,0,1,1,1,0,143,1,0,0,0,1,1,1,1,998,1,1,1,1,1,0,0,1,1,0, 
2059,783,1,1,0,0,0,0,1,1,1,1,783,1,1,0,0,0,0,1,1,1,1,143,1,0,0,0,1,1,1,1,996,1,1,1,1,1,0,0,1,0,0, 
2060,784,1,1,0,0,0,1,0,0,0,0,784,1,1,0,0,0,1,0,0,0,0,15,0,0,0,0,1,1,1,1,994,1,1,1,1,1,0,0,0,1,0, 
2061,784,1,1,0,0,0,1,0,0,0,0,784,1,1,0,0,0,1,0,0,0,0,247,1,1,1,1,0,1,1,1,994,1,1,1,1,1,0,0,0,1,0, 
2062,785,1,1,0,0,0,1,0,0,0,1,785,1,1,0,0,0,1,0,0,0,1,247,1,1,1,1,0,1,1,1,992,1,1,1,1,1,0,0,0,0,0, 
2063,785,1,1,0,0,0,1,0,0,0,1,785,1,1,0,0,0,1,0,0,0,1,119,0,1,1,1,0,1,1,1,990,1,1,1,1,0,1,1,1,1,0, 
2064,786,1,1,0,0,0,1,0,0,1,0,786,1,1,0,0,0,1,0,0,1,0,119,0,1,1,1,0,1,1,1,990,1,1,1,1,0,1,1,1,1,0, 
2065,787,1,1,0,0,0,1,0,0,1,1,787,1,1,0,0,0,1,0,0,1,1,183,1,0,1,1,0,1,1,1,988,1,1,1,1,0,1,1,1,0,0, 
2066,787,1,1,0,0,0,1,0,0,1,1,787,1,1,0,0,0,1,0,0,1,1,55,0,0,1,1,0,1,1,1,988,1,1,1,1,0,1,1,1,0,0, 
2067,788,1,1,0,0,0,1,0,1,0,0,788,1,1,0,0,0,1,0,1,0,0,55,0,0,1,1,0,1,1,1,986,1,1,1,1,0,1,1,0,1,0, 
2068,788,1,1,0,0,0,1,0,1,0,0,788,1,1,0,0,0,1,0,1,0,0,215,1,1,0,1,0,1,1,1,984,1,1,1,1,0,1,1,0,0,0, 
2069,789,1,1,0,0,0,1,0,1,0,1,789,1,1,0,0,0,1,0,1,0,1,215,1,1,0,1,0,1,1,1,984,1,1,1,1,0,1,1,0,0,0, 
2070,790,1,1,0,0,0,1,0,1,1,0,790,1,1,0,0,0,1,0,1,1,0,87,0,1,0,1,0,1,1,1,982,1,1,1,1,0,1,0,1,1,0, 
2071,790,1,1,0,0,0,1,0,1,1,0,790,1,1,0,0,0,1,0,1,1,0,151,1,0,0,1,0,1,1,1,982,1,1,1,1,0,1,0,1,1,0, 
2072,791,1,1,0,0,0,1,0,1,1,1,791,1,1,0,0,0,1,0,1,1,1,151,1,0,0,1,0,1,1,1,980,1,1,1,1,0,1,0,1,0,0, 
