Groups:
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  unsigned decimal

Data:
time unit: ms, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], 
0, X, X, X, X, X, X, X, X, X, X, X, 
288, 1018, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
289, 1018, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
290, 1019, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
291, 1019, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
292, 1019, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
293, 1020, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
294, 1020, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
295, 1020, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
296, 1021, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
297, 1021, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
298, 1021, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
299, 1021, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
300, 1021, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
301, 1022, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
302, 1022, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
303, 1022, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
304, 1022, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
305, 1022, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
306, 1022, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
307, 1023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
308, 1023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
309, 1023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
310, 1023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
311, 1023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
312, 1023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
314, 1023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
315, 1023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
316, 1023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
318, 1023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
319, 1023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
320, 1023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
321, 1023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
322, 1023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
323, 1023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
324, 1022, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
325, 1022, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
326, 1022, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
327, 1022, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
328, 1022, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
329, 1022, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
330, 1021, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
331, 1021, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
332, 1021, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
333, 1021, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
334, 1021, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
335, 1020, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
336, 1020, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
337, 1019, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
338, 1019, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
339, 1019, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
340, 1019, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
341, 1018, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
342, 1018, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
343, 1018, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
344, 1017, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 
